Condition,Loss,Iteration
sdh2#B2,0.4501378485475676,1
sdh2#B2,0.24157585286189803,10
sdh2#B2,0.20015066679725457,100
sdh2#B2,0.1785233906057291,1000
sdh2#B2,0.17458327901235388,10000
sdh2#B2,0.1745610132039556,10250
sdh2#B2,0.17250357181005446,10500
sdh2#B2,0.1724503484057298,10750
sdh2#B2,0.17244564429948817,11000
sdh2#B2,0.17244109679366948,11250
sdh2#B2,0.17603123656891415,1250
sdh2#B2,0.1759648581464925,1500
sdh2#B2,0.1759483355488548,1750
sdh2#B2,0.3726883014002065,2
sdh2#B2,0.2364540505967462,20
sdh2#B2,0.18905299086184874,200
sdh2#B2,0.17593365210216072,2000
sdh2#B2,0.17591974456541173,2250
sdh2#B2,0.1864072874114578,250
sdh2#B2,0.17590697888015594,2500
sdh2#B2,0.1757453855340068,2750
sdh2#B2,0.3273778959820497,3
sdh2#B2,0.2286993484024324,30
sdh2#B2,0.1860614968626544,300
sdh2#B2,0.17573411790982055,3000
sdh2#B2,0.17560389187343572,3250
sdh2#B2,0.17558950168164122,3500
sdh2#B2,0.17557819478088182,3750
sdh2#B2,0.2977172968546913,4
sdh2#B2,0.21979538779716112,40
sdh2#B2,0.18396421970838947,400
sdh2#B2,0.17556824178710398,4000
sdh2#B2,0.17543594074021188,4250
sdh2#B2,0.17542475261545107,4500
sdh2#B2,0.17541519676876385,4750
sdh2#B2,0.2767936067434024,5
sdh2#B2,0.21211542689912097,50
sdh2#B2,0.18355065969680626,500
sdh2#B2,0.1753027872189995,5000
sdh2#B2,0.175288981077737,5250
sdh2#B2,0.1752780994383954,5500
sdh2#B2,0.1752688354371355,5750
sdh2#B2,0.26078730794880844,6
sdh2#B2,0.20462674875021789,60
sdh2#B2,0.18087801430119477,600
sdh2#B2,0.17526047314641982,6000
sdh2#B2,0.17502906423127587,6250
sdh2#B2,0.17501839385446402,6500
sdh2#B2,0.175009383742612,6750
sdh2#B2,0.25187445584285817,7
sdh2#B2,0.20174937173565835,70
sdh2#B2,0.1790422282855762,700
sdh2#B2,0.1750013536490389,7000
sdh2#B2,0.1749939125752585,7250
sdh2#B2,0.17897538601102012,750
sdh2#B2,0.17482519313275066,7500
sdh2#B2,0.17480309212900652,7750
sdh2#B2,0.2456066084103461,8
sdh2#B2,0.20092622419584322,80
sdh2#B2,0.17896725935145863,800
sdh2#B2,0.17478853351617257,8000
sdh2#B2,0.1747776612145086,8250
sdh2#B2,0.1747688949848796,8500
sdh2#B2,0.17476131848988968,8750
sdh2#B2,0.2445017305686661,9
sdh2#B2,0.20050855156363184,90
sdh2#B2,0.17891632213527991,900
sdh2#B2,0.17475440284479327,9000
sdh2#B2,0.17466470203920054,9250
sdh2#B2,0.17463055019411383,9500
sdh2#B2,0.17460600527100356,9750
