Metabolite,Sensitivity,Substrate,Product
c#thf_c,1.50521926734555e-5,0.0,1.0
c#hcys__L_c,6.690521777022899e-7,1.0,0.0
c#5mthf_c,-0.0125484913770423,1.0,0.0
c#h_c,-0.0,0.0,1.0
c#met__L_c,-1.283407701397639e-6,0.0,1.0
c#nadph_c,0.27653331206012943,0.0,0.0
c#pep_c,0.2104500732676027,0.0,0.0
c#nh4_c,0.2104291832558462,0.0,0.0
c#akg_c,0.20419428609914683,0.0,0.0
c#glc__D_p,0.15167305060575517,0.0,0.0
c#g6p_c,-0.12768122778018667,0.0,0.0
c#g3p_c,0.12650496595403019,0.0,0.0
c#nad_c,0.12568001589844396,0.0,0.0
c#nadp_c,-0.10073099081033683,0.0,0.0
c#pi_c,0.09548287777691757,0.0,0.0
c#glu__L_c,-0.08184404691303533,0.0,0.0
c#pyr_c,-0.0809116216201558,0.0,0.0
c#nadh_c,-0.06803686583033866,0.0,0.0
c#4pasp_c,0.061464264512365564,0.0,0.0
c#13dpg_c,-0.054452354477358245,0.0,0.0
c#co2_c,0.05317688950746147,0.0,0.0
c#coa_c,0.051404074172748594,0.0,0.0
c#oaa_c,0.027326391444815742,0.0,0.0
c#accoa_c,0.026316233829211385,0.0,0.0
c#3pg_c,-0.0232280523741495,0.0,0.0
c#aspsa_c,-0.018043502790056287,0.0,0.0
c#adp_c,0.017951630742111938,0.0,0.0
c#mlthf_c,0.01339931289318119,0.0,0.0
c#gln__L_c,0.013155498098089694,0.0,0.0
c#23dhdp_c,0.007598478373275811,0.0,0.0
